S. No.,University Name,College Name,College Type,State Name,District Name
186,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Rahul Institute of Pharmaceutical Sciences & Research (Id: C-41031),Affiliated College,Andhra Pradesh,Prakasam
187,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Rahul Subramanyam Memorial Instt of Management Studies, Chirala (Id: C-41030)",Affiliated College,Andhra Pradesh,Prakasam
188,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Ravindra Bharathi College of Education (Id: C-32745),Affiliated College,Andhra Pradesh,Prakasam
189,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Repalle Christian College (Id: C-32806),Affiliated College,Andhra Pradesh,Guntur
190,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Repalle Christian College of Education (Id: C-32716),Affiliated College,Andhra Pradesh,Guntur
191,"Acharya Nagarjuna University, Guntur (Id: U-0003)",R.V.R. & J.C. College of Engineering (Id: C-32672),Affiliated College,Andhra Pradesh,Guntur
192,"Acharya Nagarjuna University, Guntur (Id: U-0003)",R.V.R.R. College of Education (Id: C-32725),Affiliated College,Andhra Pradesh,Guntur
193,"Acharya Nagarjuna University, Guntur (Id: U-0003)",R.V.V.N. College (Id: C-32687),Affiliated College,Andhra Pradesh,Guntur
194,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.A.B.R. Govt. Degree College (Id: C-32765),Affiliated College,Andhra Pradesh,Guntur
195,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sadhana Degree College (Id: C-32755),Affiliated College,Andhra Pradesh,Guntur
196,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sadineni Chowdaraiah College of Arts & Science (Id: C-32739),Affiliated College,Andhra Pradesh,Guntur
197,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sai Chaitanya Degree College Giddalur (Id: C-39303),Affiliated College,Andhra Pradesh,Prakasam
198,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sarada College of Pharmaceutical Sciences (Id: C-39479),Affiliated College,Andhra Pradesh,Guntur
199,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sarada Degree College, Medarametla (Id: C-44488)",Affiliated College,Andhra Pradesh,Prakasam
200,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Saraswathi College of Arts & Science, Dachepalli (Id: C-41013)",Affiliated College,Andhra Pradesh,Guntur
201,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.B.G. Degree College, Sattenapalli (Id: C-40606)",Affiliated College,Andhra Pradesh,Guntur
202,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.B.M.S. Degree College (Id: C-32646),Affiliated College,Andhra Pradesh,Guntur
203,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.B.Swamy Sanskrit College (Id: C-32728),Affiliated College,Andhra Pradesh,Guntur
204,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.B.V.S.R College of Education, Cheemakurthi (Id: C-42742)",Affiliated College,Andhra Pradesh,Prakasam
205,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Seven Hills College of Education (Id: C-37208),Affiliated College,Andhra Pradesh,Guntur
206,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.G.H.R. & M.C.M.R.College (Id: C-32730),Affiliated College,Andhra Pradesh,Guntur
207,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.G.K Govt. Degree College, Vinukonda (Id: C-42245)",Affiliated College,Andhra Pradesh,Guntur
208,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.G.K. Oriental College (Id: C-32697),Affiliated College,Andhra Pradesh,Guntur
209,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.G.T. & J.V.B.College (Id: C-32635),Affiliated College,Andhra Pradesh,Guntur
210,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.G.V. Oriental College (Id: C-32783),Affiliated College,Andhra Pradesh,Prakasam
211,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Shams-Ul_Uloom College of Education, Markapur (Id: C-39301)",Affiliated College,Andhra Pradesh,Prakasam
212,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Shams-Ul-Uloom College of Education, Podili (Id: C-39477)",Affiliated College,Andhra Pradesh,Prakasam
213,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Shivani Degree College (Id: C-36921),Affiliated College,Andhra Pradesh,Guntur
214,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Siddhartha Institute of Pharmaceutical Sciences, Jonnalagadda (Id: C-39454)",Affiliated College,Andhra Pradesh,Guntur
215,"Acharya Nagarjuna University, Guntur (Id: U-0003)",SIMS College of Education (Id: C-37210),Affiliated College,Andhra Pradesh,Guntur
216,"Acharya Nagarjuna University, Guntur (Id: U-0003)","SIMS College of Life Sciences, Guntur (Id: C-41033)",Affiliated College,Andhra Pradesh,Guntur
217,"Acharya Nagarjuna University, Guntur (Id: U-0003)",SIMS College of Pharmacy (Id: C-32788),Affiliated College,Andhra Pradesh,Guntur
218,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.K.B.R. Govt. College (Id: C-32691),Affiliated College,Andhra Pradesh,Guntur
219,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.K.R.B.R. College (Id: C-32738),Affiliated College,Andhra Pradesh,Guntur
220,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.K.S.V. Degree College for Women (Id: C-32661),Affiliated College,Andhra Pradesh,Guntur
221,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.L.V. College of Education (Id: C-42244),Affiliated College,Andhra Pradesh,Prakasam
222,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.M.P.A. Degree College (Id: C-32814),Affiliated College,Andhra Pradesh,Guntur
223,"Acharya Nagarjuna University, Guntur (Id: U-0003)",SMS & SMCMR College of Education (Id: C-37217),Affiliated College,Andhra Pradesh,Guntur
224,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Smt. Koonapareddy Prameela Rani Degree College, Parchoor (Id: C-39312)",Affiliated College,Andhra Pradesh,Prakasam
225,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Smt. Sanagala Prameela Degree College (Id: C-32685),Affiliated College,Andhra Pradesh,Guntur
226,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S M Y College of Education (Id: C-32660),Affiliated College,Andhra Pradesh,Prakasam
227,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.N.B.T. Degree College for Women (Id: C-32737),Affiliated College,Andhra Pradesh,Guntur
228,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.N.B.T.M. College of Education (Id: C-32622),Affiliated College,Andhra Pradesh,Guntur
229,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Chaitanya College of Education (Id: C-39263),Affiliated College,Andhra Pradesh,Prakasam
230,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri C.V. Raman College of Computer Science (Id: C-39463),Affiliated College,Andhra Pradesh,Prakasam
231,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Gayatri Vidya Parishad Degree College (Id: C-32715),Affiliated College,Andhra Pradesh,Prakasam
232,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Gowtham College of Education, Darsi (Id: C-39447)",Affiliated College,Andhra Pradesh,Prakasam
233,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Gowtham Degree College, Kandulapuram (Id: C-41009)",Affiliated College,Andhra Pradesh,Prakasam
234,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Gowthami Degree College, Darsi (Id: C-41011)",Affiliated College,Andhra Pradesh,Prakasam
235,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Harsha's Womens Degree College, Cumbum (Id: C-44486)",Affiliated College,Andhra Pradesh,Prakasam
236,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Harshini Degree College, Martur (Id: C-41024)",Affiliated College,Andhra Pradesh,Prakasam
237,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Harshini Degree College, Ongole (Id: C-41023)",Affiliated College,Andhra Pradesh,Prakasam
238,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Jeevana Jyothi Degree College, Giddalur (Id: C-41010)",Affiliated College,Andhra Pradesh,Prakasam
239,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sriji Degree College (Id: C-32774),Affiliated College,Andhra Pradesh,Prakasam
240,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Kakatiya Degree College, Predakurapadu (Id: C-42776)",Affiliated College,Andhra Pradesh,Guntur
241,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Kandula Obula Reddy Degree College (Id: C-32785),Affiliated College,Andhra Pradesh,Prakasam
242,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Karthikeya Degree College - Guntur (Id: C-39494),Affiliated College,Andhra Pradesh,Guntur
243,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Mahaveer Memorial Jain Degree College (Id: C-32826),Affiliated College,Andhra Pradesh,Guntur
244,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Majeti Guravaiah Degree College (Id: C-32709),Affiliated College,Andhra Pradesh,Guntur
245,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Nagarjuna Degree College (Id: C-32640),Affiliated College,Andhra Pradesh,Prakasam
246,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Potti Sriramulu Degree College (Id: C-32647),Affiliated College,Andhra Pradesh,Prakasam
247,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Prasannanjaneya Degree College (Id: C-41032),Affiliated College,Andhra Pradesh,Prakasam
248,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Prathidba Degree College (Id: C-32773),Affiliated College,Andhra Pradesh,Prakasam
249,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Pratibha Degree College, Ongole (Id: C-39311)",Affiliated College,Andhra Pradesh,Prakasam
250,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Raja Rajeswari College of Education, Giddalur (Id: C-39472)",Affiliated College,Andhra Pradesh,Prakasam
251,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Rama Krishna Degree College (Id: C-32668),Affiliated College,Andhra Pradesh,Prakasam
252,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Sadhana Degree College, Markapur (Id: C-39296)",Affiliated College,Andhra Pradesh,Prakasam
253,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Sai Degree College (Id: C-44035),Affiliated College,Andhra Pradesh,Guntur
254,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Sai Degree College, Repalle (Id: C-43770)",Affiliated College,Andhra Pradesh,Guntur
255,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Sarada Niketanam Oriental College (Id: C-32648),Affiliated College,Andhra Pradesh,Guntur
256,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Sidhartha Degree College, Bestavaripeta (Id: C-42774)",Affiliated College,Andhra Pradesh,Prakasam
257,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Tatiparthi Venkata Reddy Memorial College of Education (Id: C-39476),Affiliated College,Andhra Pradesh,Prakasam
258,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Vasavi Kanyaka Parameswari Degree College (Id: C-41002),Affiliated College,Andhra Pradesh,Guntur
259,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Venkateswara Balakuteer College of Education (Id: C-42662),Affiliated College,Andhra Pradesh,Guntur
260,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Venkateswara College of Education (Id: C-37218),Affiliated College,Andhra Pradesh,Guntur
261,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Venkateswara College of Education, Darsi (Id: C-39492)",Affiliated College,Andhra Pradesh,Prakasam
262,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Venkateswara Degree College (Id: C-32686),Affiliated College,Andhra Pradesh,Guntur
263,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Venkateswara Degree College, Guntur (Id: C-44824)",Affiliated College,Andhra Pradesh,Guntur
264,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Venkateswara Degree College, Nakirekallu (Id: C-41007)",Affiliated College,Andhra Pradesh,Guntur
265,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Sri Venkateswara & Sri Satyadev Degree College (Id: C-44108),Affiliated College,Andhra Pradesh,Guntur
266,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sri Vivekananda Degree College, Podili (Id: C-39302)",Affiliated College,Andhra Pradesh,Prakasam
267,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.S. Arts & Science College (Id: C-32627),Affiliated College,Andhra Pradesh,Prakasam
268,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.S. & N. College (Id: C-32759),Affiliated College,Andhra Pradesh,Guntur
269,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.S.N. Degree College (Id: C-32696),Affiliated College,Andhra Pradesh,Prakasam
270,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.S.N Degree College, Podili (Id: C-42705)",Affiliated College,Andhra Pradesh,Prakasam
271,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Anns College for Women (Id: C-39493),Affiliated College,Andhra Pradesh,Guntur
272,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Ignatious Degree College (Id: C-42777),Affiliated College,Andhra Pradesh,Guntur
273,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. John College of Education (Id: C-32726),Affiliated College,Andhra Pradesh,Prakasam
274,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Joseph's College of Education for Women (Id: C-32752),Affiliated College,Andhra Pradesh,Guntur
275,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St Mark NTR College of Education (Id: C-37206),Affiliated College,Andhra Pradesh,Guntur
276,"Acharya Nagarjuna University, Guntur (Id: U-0003)","St Mary's B.Ed College, Podili (Id: C-39464)",Affiliated College,Andhra Pradesh,Prakasam
277,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Paul's College of Education (Id: C-32659),Affiliated College,Andhra Pradesh,Prakasam
278,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Peter & G. Krishna College of Education (Id: C-32706),Affiliated College,Andhra Pradesh,Guntur
279,"Acharya Nagarjuna University, Guntur (Id: U-0003)","St. Theressa Degree College - Hotel Management, Tenali (Id: C-41006)",Affiliated College,Andhra Pradesh,Guntur
280,"Acharya Nagarjuna University, Guntur (Id: U-0003)",St. Xavier Institute of Pharmacy (Id: C-39456),Affiliated College,Andhra Pradesh,Guntur
281,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.V. Arts & Science College (Id: C-32824),Affiliated College,Andhra Pradesh,Prakasam
282,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.V.B.S Degree College, Komarole (Id: C-41003)",Affiliated College,Andhra Pradesh,Prakasam
283,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.V.K.P. Arts, Science & Commerce College (Id: C-42778)",Affiliated College,Andhra Pradesh,Prakasam
284,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.V.K.P. College (Id: C-32795),Affiliated College,Andhra Pradesh,Prakasam
285,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.V.K.P. Degree College (Id: C-32805),Affiliated College,Andhra Pradesh,Prakasam
286,"Acharya Nagarjuna University, Guntur (Id: U-0003)","S.V.K.P P.G College, Cumbum (Id: C-44534)",Affiliated College,Andhra Pradesh,Prakasam
287,"Acharya Nagarjuna University, Guntur (Id: U-0003)",S.V.R.M. College (Id: C-32810),Affiliated College,Andhra Pradesh,Guntur
288,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sweekaar College of Special Education (M.R), Guntur (Id: C-41211)",Affiliated College,Andhra Pradesh,Guntur
289,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Sweekaar Degree College, Guntur (Id: C-41212)",Affiliated College,Andhra Pradesh,Guntur
290,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Tarlapadu College of Education (Id: C-32699),Affiliated College,Andhra Pradesh,Prakasam
291,"Acharya Nagarjuna University, Guntur (Id: U-0003)",TCMT College (Id: C-32791),Affiliated College,Andhra Pradesh,Prakasam
292,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Thotakura RamaKotaiah College of Education (Id: C-39239),Affiliated College,Andhra Pradesh,Guntur
293,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Tiyyagura Sitarami Reddy Degree College, Piduguralla (Id: C-41005)",Affiliated College,Andhra Pradesh,Guntur
294,"Acharya Nagarjuna University, Guntur (Id: U-0003)",T.J.P.S. College (Id: C-32708),Affiliated College,Andhra Pradesh,Guntur
295,"Acharya Nagarjuna University, Guntur (Id: U-0003)",T.R.R. Govt. Degree College (Id: C-32822),Affiliated College,Andhra Pradesh,Prakasam
296,"Acharya Nagarjuna University, Guntur (Id: U-0003)",T.R.R. & S. Degree College (Id: C-32744),Affiliated College,Andhra Pradesh,Guntur
297,"Acharya Nagarjuna University, Guntur (Id: U-0003)","University COllege of Arts, Commerce and Law (Id: C-32637)",Constituent / University College,Andhra Pradesh,Guntur
298,"Acharya Nagarjuna University, Guntur (Id: U-0003)",University College of Engineering & Technology (Id: C-32695),Constituent / University College,Andhra Pradesh,Guntur
299,"Acharya Nagarjuna University, Guntur (Id: U-0003)",University College of Pharmaceutical Sciences (Id: C-32766),Constituent / University College,Andhra Pradesh,Guntur
300,"Acharya Nagarjuna University, Guntur (Id: U-0003)",University College of Physical Education and Sports Sciences (Id: C-32653),Constituent / University College,Andhra Pradesh,Guntur
301,"Acharya Nagarjuna University, Guntur (Id: U-0003)",University Collge of Architecture & Planning (Id: C-32723),Constituent / University College,Andhra Pradesh,Guntur
302,"Acharya Nagarjuna University, Guntur (Id: U-0003)",University Collge of Sciences (Id: C-32742),Constituent / University College,Andhra Pradesh,Guntur
303,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Vagdevi College of Pharmacy, Gurazala (Id: C-39478)",Affiliated College,Andhra Pradesh,Guntur
304,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Vagdevi Degree College, Rentachintala (Id: C-41001)",Affiliated College,Andhra Pradesh,Guntur
305,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Vasavi Degree College for Women (Id: C-32799),Affiliated College,Andhra Pradesh,Guntur
306,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Vasavi MBA & MCA College, Kandulapuram (Id: C-39473)",Affiliated College,Andhra Pradesh,Prakasam
307,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Vellanki College of Education (Id: C-37213),Affiliated College,Andhra Pradesh,Guntur
308,"Acharya Nagarjuna University, Guntur (Id: U-0003)",Venigalla Jayasri Ram College (Id: C-32621),Affiliated College,Andhra Pradesh,Guntur
309,"Acharya Nagarjuna University, Guntur (Id: U-0003)","Venkateswara College of Eduation, Besthavaripeta (Id: C-39465)",Affiliated College,Andhra Pradesh,Prakasam
